"id","wms_sku_id","name","image_url","codes","dimensions_mm","weight_g","picking_preset","deleted","trajectory_preset","last_modified","wms_turnover_prediction_day","wms_turnover_prediction_week","wms_turnover_prediction_month","is_pickable_only_by_hupi"
1896,"906717","Giana Hrušky půlené v mírně sladkém nálevu","https://cdn.rohlik.cz/images/grocery/products/1305669/1305669-1457536360.jpg","{8594012795730}","{109,73,74}",490,NULL,False,NULL,"2023-05-28 11:41:09.073615+02",NULL,NULL,NULL,False
1741,"904143","Hami Sušenky keksíky","https://cdn.rohlik.cz/images/grocery/products/1299233/1299233-1545301139.jpg","{8590340142741,8590340142499}","{191,79,150}",248,NULL,False,NULL,"2023-05-28 11:41:07.768686+02",NULL,NULL,NULL,False
1742,"904173","Hami Kapsička ovocný koktejl","https://cdn.rohlik.cz/images/grocery/products/1299271/1299271-1635277882502.jpg","{5900852055119,5900852055058}","{155,82,35}",107,NULL,False,NULL,"2023-05-28 11:41:07.814304+02",NULL,NULL,NULL,False
1943,"904263","Hami Příkrm krémové rizoto s mrkví a hráškem","https://cdn.rohlik.cz/images/grocery/products/1299475/1299475-1545298059.jpg","{3041097108252}","{43,123,123}",250,NULL,False,NULL,"2023-05-28 11:41:07.864248+02",NULL,NULL,NULL,False
1744,"904518","Cafédirect BIO Machu Picchu SCA 82 mletá káva","https://cdn.rohlik.cz/images/grocery/products/1300039/1300039-1613107203832.jpg","{501819001931,5018190009449}","{73,111,186}",240,NULL,False,NULL,"2023-05-28 11:41:07.943091+02",NULL,NULL,NULL,False
2324,"904563","Lagris Čočka červená půlená","https://cdn.rohlik.cz/images/grocery/products/1300225/1300225-1587029868.jpg","{18594004497601,8594004497604}","{57,93,157}",504,NULL,False,NULL,"2023-05-28 11:41:07.984279+02",NULL,NULL,NULL,False
557,"904671","Babybio BIO Kapsička krupice s vanilkou (4×90g)","https://cdn.rohlik.cz/images/grocery/products/1300503/1300503-1603987914.jpg","{3288131540818,3288137540812}","{132,68,137}",392,NULL,False,NULL,"2023-05-28 11:41:08.019691+02",NULL,NULL,NULL,False
353,"904725","Babybio BIO Ratatouille po provensálsku s rýží – večerní (2×200g)","https://cdn.rohlik.cz/images/grocery/products/1300555/1300555-1603995712.jpg","{3288137520920,3288131520926}","{65,95,192}",440,NULL,False,NULL,"2023-05-28 11:41:08.070841+02",NULL,NULL,NULL,False
700,"904734","Babybio BIO Zelenina s kuřetem a quinoa (2×200g)","https://cdn.rohlik.cz/images/grocery/products/1300563/1300563-1603996382.jpg","{3288137520609,3288131520605}","{63,94,191}",454,NULL,False,NULL,"2023-05-28 11:41:08.106064+02",NULL,NULL,NULL,False
371,"904833","Zemanka BIO Kávové sušenky","https://cdn.rohlik.cz/images/grocery/products/1300879/1300879-1681463899573.jpg","{8594071211349,8594071211097,8594071211363}","{42,101,176}",106,NULL,False,NULL,"2023-05-28 11:41:08.232181+02",NULL,NULL,NULL,False
26,"905052","Weleda BIO Čaj pro kojící ženy – 20 nálevových sáčků","https://cdn.rohlik.cz/images/grocery/products/1301529/1301529-1610134847301.jpg","{4001638095136}","{69,77,134}",80,NULL,False,NULL,"2023-05-28 11:41:08.284541+02",NULL,NULL,NULL,False
610,"905175","Linteo Vlhčené ubrousky pro intimní hygienu","https://cdn.rohlik.cz/images/grocery/products/1301773/pickingImages/1301773-1659696713209.jpg","{8594008870328,8594008870311}","{21,79,150}",40,NULL,False,NULL,"2023-05-28 11:41:08.337678+02",NULL,NULL,NULL,False
440,"905262","Linteo Baby Dětské vlhčené ubrousky ultra sensitive 64 ks","https://cdn.rohlik.cz/images/grocery/products/1301947/1301947-1511270464.jpg","{8594158371454,8594158371447}","{74,110,244}",342,NULL,False,NULL,"2023-05-28 11:41:08.473824+02",NULL,NULL,NULL,False
376,"905370","Country Life Otruby ovesné","https://cdn.rohlik.cz/images/grocery/products/1302127/pickingImages/1302127-1601285888.jpg","{8595016593131,18595016598027}","{44,107,163}",250,NULL,False,NULL,"2023-05-28 11:41:08.515662+02",NULL,NULL,NULL,False
773,"905388","Brit Paté & Meat Chicken pro psy","https://cdn.rohlik.cz/images/grocery/products/1302149/pickingImages/1302149-1531132610.jpg","{8595602525157,8595602557417}","{107,73,73}",458,NULL,False,NULL,"2023-05-28 11:41:08.55177+02",NULL,NULL,NULL,False
1779,"905490","Brit Premium Cat Meat Plate kapsičky pro kočky 4×100 g","https://cdn.rohlik.cz/images/grocery/products/1302403/1302403-1502265985.jpg","{8595602519880,8595602506262}","{160,40,220}",424,NULL,False,NULL,"2023-05-28 11:41:08.591804+02",NULL,NULL,NULL,False
2312,"905523","Opavia Kolonáda lázeňské oplatky čokoládové","https://cdn.rohlik.cz/images/grocery/products/1302471/1302471-1553767815.jpg","{7622210265678,7622210265043}","{192,41,191}",250,NULL,False,NULL,"2023-05-28 11:41:08.630392+02",NULL,NULL,NULL,False
703,"905658","Dr.Oetker Krémová náplň čokoládová","https://cdn.rohlik.cz/images/grocery/products/1302747/1302747-1585918018.jpg","{8584002008612,8584002108619}","{185,120,12}",84,NULL,False,NULL,"2023-05-28 11:41:08.693173+02",NULL,NULL,NULL,False
1857,"906240","WHOLEBAKE Flapjack ovesný kešu-kokos","https://cdn.rohlik.cz/images/grocery/products/1303913/pickingImages/1303913-1538664192.jpg","{5024278003254,5024278003056}","{26,60,131}",78,NULL,False,NULL,"2023-05-28 11:41:08.818126+02",NULL,NULL,NULL,False
81,"906480","Country Life BIO Rýže černá natural","https://cdn.rohlik.cz/images/grocery/products/1304701/1304701-1456481081.jpg","{18595016502468,8595016502430}","{59,102,156}",496,NULL,False,NULL,"2023-05-28 11:41:08.946365+02",NULL,NULL,NULL,False
476,"906546","illy Espresso káva mletá bez kofeinu","https://cdn.rohlik.cz/images/grocery/products/1304857/1304857-1618315266431.jpg","{"""",8003753900490}","{144,90,90}",382,NULL,False,NULL,"2023-05-28 11:41:08.987161+02",NULL,NULL,NULL,False
54,"906702","Giana Filety ze sledě v rostlinném oleji","https://cdn.rohlik.cz/images/grocery/products/1305657/1305657-1506951956.jpg","{8594012795549,8594012793897}","{27,82,149}",190,NULL,False,NULL,"2023-05-28 11:41:09.062443+02",NULL,NULL,NULL,False
2281,"906726","Giana Rajčatový protlak","https://cdn.rohlik.cz/images/grocery/products/1305675/1305675-1580127187.jpg","{8595241527444,8595241527048}","{73,54,54}",170,NULL,False,NULL,"2023-05-28 11:41:09.098397+02",NULL,NULL,NULL,False
1004,"1809219","glo™ HYPER X2 Blue","https://cdn.rohlik.cz/images/grocery/products/1433066/1433066-1669155562349.jpg","{59486312}","{110,85,40}",25,NULL,False,NULL,"2023-05-28 11:41:46.628919+02",NULL,NULL,NULL,False
1745,"906771","Holle BIO Jahelná mléčná kaše vhodná od 5. měsíce věku","https://cdn.rohlik.cz/images/grocery/products/1305707/1305707-1685098305590.jpg","{7640104950158}","{203,50,128}",294,NULL,False,NULL,"2023-05-28 11:41:09.120686+02",NULL,NULL,NULL,False
1746,"906822","Franz Josef Kaiser Olivy zelené plněné tuňákovou pastou","https://cdn.rohlik.cz/images/grocery/products/1305767/1305767-1457604814.jpg","{8594012795983}","{101,83,99}",344,NULL,False,NULL,"2023-05-28 11:41:09.205533+02",NULL,NULL,NULL,False
1748,"906894","Holle BIO Dětské špaldové keksy","https://cdn.rohlik.cz/images/grocery/products/1305853/1305853-1457623964.jpg","{7640161875524,7640104959557}","{43,68,163}",170,NULL,False,NULL,"2023-05-28 11:41:09.245996+02",NULL,NULL,NULL,False
2062,"906906","Holle BIO Čaj pro kojící maminky","https://cdn.rohlik.cz/images/grocery/products/1305881/1305881-1565266490.jpg","{7640161876941,7640161876958}","{123,73,74}",60,NULL,False,NULL,"2023-05-28 11:41:09.285118+02",NULL,NULL,NULL,False
1949,"906963","Emco Mysli na Zdraví Pohankové jahoda a mandle","https://cdn.rohlik.cz/images/grocery/products/1306073/1306073-1545210257.jpg","{8595229913160,8595229913177}","{219,57,144}",388,NULL,False,NULL,"2023-05-28 11:41:09.327305+02",NULL,NULL,NULL,False
53,"907128","Probio BIO Krupice kukuřičná","https://cdn.rohlik.cz/images/grocery/products/1306365/pickingImages/1306365-1539608274.jpg","{8595582423054,8595582423047}","{59,95,238}",446,NULL,False,NULL,"2023-05-28 11:41:09.458606+02",NULL,NULL,NULL,False
1773,"907260","HiPP BIO První obilná kaše 100% kukuřičná","https://cdn.rohlik.cz/images/grocery/products/1306721/1306721-1570442647.jpg","{9062300139935,9062300439936}","{199,129,46}",241,NULL,False,NULL,"2023-05-28 11:41:09.501997+02",NULL,NULL,NULL,False
1749,"907392","Holle BIO Kapsička hruška, broskev, maliny a špalda","https://cdn.rohlik.cz/images/grocery/products/1306993/1306993-1587550445.jpg","{7640161877320,7640161877313}","{100,50,20}",110,NULL,False,NULL,"2023-05-28 11:41:09.59372+02",NULL,NULL,NULL,False
390,"907512","Vitana Hrachová polévka se slaninou","https://cdn.rohlik.cz/images/grocery/products/1307285/1307285-1621152980989.jpg","{8593837257737,8593837054305}","{15,130,154}",84,NULL,False,NULL,"2023-05-28 11:41:09.631872+02",NULL,NULL,NULL,False
384,"907524","Vitana Hovězí polévka","https://cdn.rohlik.cz/images/grocery/products/1307299/1307299-1621153051806.jpg","{8593837244522,8593837034222}","{15,127,157}",62,NULL,False,NULL,"2023-05-28 11:41:09.714776+02",NULL,NULL,NULL,False
734,"907530","Vitana Poctivá Gulášová polévka","https://cdn.rohlik.cz/images/grocery/products/1307337/1307337-1621152604710.jpg","{8593837072446,8593837234011}","{28,145,193}",108,NULL,False,NULL,"2023-05-28 11:41:09.751715+02",NULL,NULL,NULL,False
30,"907575","Vitana Vanilínový cukr pack 5ks","https://cdn.rohlik.cz/images/grocery/products/1307429/1307429-1504378114.jpg","{8593837254897,8593837049561}","{28,88,151}",110,NULL,False,NULL,"2023-05-28 11:41:09.788661+02",NULL,NULL,NULL,False
51,"907668","Probio BIO Fazole červená ledvina","https://cdn.rohlik.cz/images/grocery/products/1307787/1307787-1535461939.jpg","{8594008913094,8595582419460}","{47,99,214}",508,NULL,False,NULL,"2023-05-28 11:41:09.829521+02",NULL,NULL,NULL,False
2150,"906462","Sonnentor BIO Čaj Dobré ráno porcovaný dvoukomorový","https://cdn.rohlik.cz/images/grocery/products/1304589/1304589-1651047514859.jpg","{9004145325012,9004145025011}","{83,73,124}",60,NULL,False,NULL,"2023-05-30 01:23:44.153237+02",NULL,NULL,NULL,False
210,"907785","Biolinie BIO Fazole bílé Cannelliny sterilované","https://cdn.rohlik.cz/images/grocery/products/1308129/1308129-1544622300.jpg","{0859558240256,8595582402561}","{108,72,74}",486,NULL,False,NULL,"2023-05-28 11:41:09.955588+02",NULL,NULL,NULL,False
25,"907812","Linteo Vlhčené čistící ubrousky na brýle","https://cdn.rohlik.cz/images/grocery/products/1308283/pickingImages/1308283-1637945615697.jpg","{8594158373229,8594158373205}","{89,82,87}",130,NULL,False,NULL,"2023-05-28 11:41:09.993204+02",NULL,NULL,NULL,False
1889,"907932","Lapač octomilek","https://cdn.rohlik.cz/images/grocery/products/1308733/pickingImages/1308733-1637946075439.jpg","{8594021251241,8594021251227}","{190,30,30}",54,NULL,False,NULL,"2023-05-28 11:41:10.029525+02",NULL,NULL,NULL,False
673,"908106","TePe Easy Pick Mezizubní párátka s cestovním pouzdrem oranžová XS/S","https://cdn.rohlik.cz/images/grocery/products/1309323/1309323-1650302278682.jpeg","{7317400015811,7317400015828}","{14,72,163}",30,NULL,False,NULL,"2023-05-28 11:41:10.072694+02",NULL,NULL,NULL,False
468,"908409","Leros Natur Močové cesty čaj","https://cdn.rohlik.cz/images/grocery/products/1310181/1310181-1639652891165.jpg","{085947400061,8594740105054}","{76,66,88}",40,NULL,False,NULL,"2023-05-28 11:41:10.148729+02",NULL,NULL,NULL,False
80,"906606","K2r Čistič pračky 3v1","https://cdn.rohlik.cz/images/grocery/products/1305101/pickingImages/1305101-1637943800216.jpg","{9000101016536,9000101016529,9000101016581}","{122,94,118}",170,NULL,False,NULL,"2023-05-30 19:53:13.80773+02",NULL,NULL,NULL,False
58,"907074","Dr.Oetker Želatina na vaječnou tlačenku a aspiky","https://cdn.rohlik.cz/images/grocery/products/1306257/1306257-1631792353614.jpg","{8584002105557,8584002005550}","{16,73,110}",22,NULL,False,NULL,"2023-05-31 00:05:15.267247+02",NULL,NULL,NULL,False
1750,"908490","Ovocňák Mošt jablko a černý rybíz","https://cdn.rohlik.cz/images/grocery/products/1310493/1310493-1570439843.jpg","{8592809000951,8592809000456,8592809000555}","{53,112,156}",206,NULL,False,NULL,"2023-05-28 11:41:10.239886+02",NULL,NULL,NULL,False
2204,"908622","Dentalife Small pamlsek pro psy","https://cdn.rohlik.cz/images/grocery/products/1310691/1310691-1559223553.jpg","{7613036894029,7613287020246}","{190,172,62}",125,NULL,False,NULL,"2023-05-28 11:41:10.328936+02",NULL,NULL,NULL,False
401,"908880","TePe Dětské zubní kartáčky extra soft zoo 3+","https://cdn.rohlik.cz/images/grocery/products/1311335/1311335-1639680054017.jpg","{7317400005287,7317400000749}","{220,80,10}",50,NULL,False,NULL,"2023-05-28 11:41:10.39247+02",NULL,NULL,NULL,False
579,"908907","Eco by Naty Dámské ECO vložky normal","https://cdn.rohlik.cz/images/grocery/products/1311411/1311411-1677686803874.jpg","{7330933185950,7330933176958}","{205,43,85}",120,NULL,False,NULL,"2023-05-28 11:41:10.46079+02",NULL,NULL,NULL,False
352,"908913","Eco by Naty Dámské ECO vložky noční","https://cdn.rohlik.cz/images/grocery/products/1311417/1311417-1618260183885.jpg","{7330933176965,7330933185813}","{220,40,85}",110,NULL,False,NULL,"2023-05-28 11:41:10.497135+02",NULL,NULL,NULL,False
355,"908925","Attitude Vlhčené ubrousky, bez vůně","https://cdn.rohlik.cz/images/grocery/products/1311433/1311433-1612266888574.jpg","{626232170009}","{53,109,194}",460,NULL,False,NULL,"2023-05-28 11:41:10.536075+02",NULL,NULL,NULL,False
1941,"906798","Franz Josef Kaiser Uzená makrela filety v oleji","https://cdn.rohlik.cz/images/grocery/products/1305741/1305741-1504616039.jpg","{8594012796409,8594012796416}","{27,82,149}",230,NULL,False,NULL,"2023-05-28 11:41:09.137729+02",NULL,NULL,NULL,False
348,"906918","Holle BIO Kapsička broskev, meruňka, banán a špalda","https://cdn.rohlik.cz/images/grocery/products/1305951/1305951-1586516584.jpg","{7640161877092,7640161877085}","{100,50,20}",110,NULL,False,NULL,"2023-05-28 11:41:09.302132+02",NULL,NULL,NULL,False
12,"907002","Wasa Original crisp","https://cdn.rohlik.cz/images/grocery/products/1306123/1306123-1654023818030.jpg","{7300400796033,7300400317801}","{45,133,150}",237,NULL,False,NULL,"2023-05-28 11:41:09.360574+02",NULL,NULL,NULL,False
519,"907122","Probio BIO Kukuřičná mouka hladká","https://cdn.rohlik.cz/images/grocery/products/1306343/1306343-1543935991.jpg","{8595582418333,8595582418340}","{59,116,202}",458,NULL,False,NULL,"2023-05-28 11:41:09.420413+02",NULL,NULL,NULL,False
469,"907134","Probio BIO Krupice pšeničná celozrnná","https://cdn.rohlik.cz/images/grocery/products/1306371/1306371-1535461816.jpg","{8594008916620,8595582419408,8595582419415}","{44,99,222}",406,NULL,False,NULL,"2023-05-28 11:41:09.496283+02",NULL,NULL,NULL,False
707,"907377","Holle BIO Dětská mléčná výživa na bázi kozího mléka 3 od 10. měsíce věku","https://cdn.rohlik.cz/images/grocery/products/1306967/pickingImages/1306967-1535993174.jpg","{7640161878327,7640161878310}","{200,130,50}",460,NULL,False,NULL,"2023-05-28 11:41:09.574348+02",NULL,NULL,NULL,False
672,"907443","Max Sport BIO Organic pasta černé fazole","https://cdn.rohlik.cz/images/grocery/products/1307149/1307149-1501837096.jpg","{8588003339713,8588003339409}","{59,172,278}",208,NULL,False,NULL,"2023-05-28 11:41:09.623065+02",NULL,NULL,NULL,False
389,"907515","Vitana Francouzská polévka","https://cdn.rohlik.cz/images/grocery/products/1307293/1307293-1621152859600.jpg","{8593837031641,8593837242160}","{22,128,156}",60,NULL,False,NULL,"2023-05-28 11:41:09.701239+02",NULL,NULL,NULL,False
480,"907527","Vitana Poctivá Bramboračka s houbami","https://cdn.rohlik.cz/images/grocery/products/1307335/1307335-1621152589346.jpg","{8593837249992,8593837041770}","{27,144,196}",104,NULL,False,NULL,"2023-05-28 11:41:09.744915+02",NULL,NULL,NULL,False
100,"907566","Vitana Houbový bujón s hříbky 3l (6x10g)","https://cdn.rohlik.cz/images/grocery/products/1307403/1307403-1638889986629.jpg","{8593837049783,8593837255085}","{16,59,79}",64,NULL,False,NULL,"2023-05-28 11:41:09.782371+02",NULL,NULL,NULL,False
1844,"907752","Probio BIO Vločky pohankové","https://cdn.rohlik.cz/images/grocery/products/1308009/1308009-1530520799.jpg","{8595582418760,8594008910505,8595582418753}","{58,98,229}",255,NULL,False,NULL,"2023-05-28 11:41:09.856453+02",NULL,NULL,NULL,False
2305,"907761","Probio BIO Vločky žitné","https://cdn.rohlik.cz/images/grocery/products/1308019/1308019-1530518664.jpg","{8595582418784,8594008910529,8595582418777}","{57,100,220}",255,NULL,False,NULL,"2023-05-28 11:41:09.918531+02",NULL,NULL,NULL,False
1858,"907797","Biolinie BIO Rajčata sekaná sterilovaná","https://cdn.rohlik.cz/images/grocery/products/1308149/1308149-1544622410.jpg","{8595582402486}","{109,73,73}",470,NULL,False,NULL,"2023-05-28 11:41:09.985971+02",NULL,NULL,NULL,False
728,"1085232","VEPY Žitné placky celozrnné","https://cdn.rohlik.cz/images/grocery/products/1309261/1309261-1612960190743.jpg","{8586010423029,8586010423968}","{100,300,140}",105,NULL,False,NULL,"2023-05-28 11:41:10.057958+02",NULL,NULL,NULL,False
769,"908124","Šmajstrla Pohanková krupice","https://cdn.rohlik.cz/images/grocery/products/1309369/1309369-1461942549.jpg","{8594043010024,8594043010130}","{43,155,175}",404,NULL,False,NULL,"2023-05-28 11:41:10.093595+02",NULL,NULL,NULL,False
1775,"908340","Jacobs Aroma Standard pražená mletá káva","https://cdn.rohlik.cz/images/grocery/products/1310023/1310023-1563006682.jpg","{8711000515204,8711000515211}","{48,84,151}",260,NULL,False,NULL,"2023-05-28 11:41:10.128613+02",NULL,NULL,NULL,False
1778,"908487","Ovocňák Mošt jablko","https://cdn.rohlik.cz/images/grocery/products/1310487/1310487-1570439868.jpg","{8592809000944,8592809000050}","{172,47,88}",210,NULL,False,NULL,"2023-05-28 11:41:10.209582+02",NULL,NULL,NULL,False
1747,"906828","Franz Josef Kaiser Olivy zelené plněné pálivou paprikovou pastou","https://cdn.rohlik.cz/images/grocery/products/1305775/1305775-1457606560.jpg","{8594012796010}","{101,64,66}",350,NULL,False,NULL,"2023-05-31 01:23:18.745041+02",NULL,NULL,NULL,False
2296,"908616","Dentalife Medium pamlsek pro psy","https://cdn.rohlik.cz/images/grocery/products/1310683/1310683-1559223877.jpg","{7613287020802,7613036894449}","{205,172,62}",128,NULL,False,NULL,"2023-05-28 11:41:10.294158+02",NULL,NULL,NULL,False
1837,"908628","Dentalife Large pamlsek pro psy","https://cdn.rohlik.cz/images/grocery/products/1310697/1310697-1559224183.jpg","{7613036894487,7613287021458,7613036894470}","{225,172,62}",158,NULL,False,NULL,"2023-05-28 11:41:10.335036+02",NULL,NULL,NULL,False
2136,"908652","Werther´s Original Chocolate Toffees","https://cdn.rohlik.cz/images/grocery/products/1310723/1310723-1470214832.jpg","{4014400918977,4014400121308}","{33,134,172}",78,NULL,False,NULL,"2023-05-28 11:41:10.399052+02",NULL,NULL,NULL,False
1780,"908895","Maretti Bruschette s příchutí špenátu a sýru","https://cdn.rohlik.cz/images/grocery/products/1311365/1311365-1493107895.jpg","{3800205875000,33800205875001}","{65,113,197}",76,NULL,False,NULL,"2023-05-28 11:41:10.467812+02",NULL,NULL,NULL,False
702,"908916","Eco by Naty Dámské ECO slipové vložky normal","https://cdn.rohlik.cz/images/grocery/products/1311421/1311421-1677686731926.jpg","{7330933176934,7330933185936}","{127,55,65}",78,NULL,False,NULL,"2023-05-28 11:41:10.542253+02",NULL,NULL,NULL,False
604,"909216","Hello Cuuc 100% ovocná přesnídávka s banány kapsička","https://cdn.rohlik.cz/images/grocery/products/1311799/1311799-1541672612.jpg","{8590014839182,8590014639188}","{32,76,137}",110,NULL,False,NULL,"2023-05-28 11:41:10.610621+02",NULL,NULL,NULL,False
578,"909360","Organyc BIO Dámské vložky dlouhé noční","https://cdn.rohlik.cz/images/grocery/products/1312107/1312107-1638291870351.jpg","{8016867009935,78016867009934}","{80,101,118}",130,NULL,False,NULL,"2023-05-28 11:41:10.730953+02",NULL,NULL,NULL,False
511,"909387","Biogena Čaj Majestic Noni & švestka","https://cdn.rohlik.cz/images/grocery/products/1312141/1312141-1470985852.jpg","{8594004999382,8594004999443}","{75,81,138}",88,NULL,False,NULL,"2023-05-28 11:41:10.778147+02",NULL,NULL,NULL,False
1782,"909945","Lipton Zelený čaj jasmínový 20 sáčků","https://cdn.rohlik.cz/images/grocery/products/1313157/1313157-1651474012235.jpg","{8718114990262,8718114888972}","{101,63,99}",54,NULL,False,NULL,"2023-05-28 11:41:10.851874+02",NULL,NULL,NULL,False
1783,"910467","Lipton Yellow label tea 50 sáčků","https://cdn.rohlik.cz/images/grocery/products/1314435/1314435-1642146450585.jpg","{5900300550203,8711200461646,8711200461653}","{83,66,153}",134,NULL,False,NULL,"2023-05-28 11:41:11.015969+02",NULL,NULL,NULL,False
2160,"911031","Versele-Laga Complete krmivo pro morčata","https://cdn.rohlik.cz/images/grocery/products/1315719/1315719-1502279542.jpg","{92030005,5410340612514,6410340612514}","{75,207,294}",533,NULL,False,NULL,"2023-05-28 11:41:11.124918+02",NULL,NULL,NULL,False
722,"911169","Duck Fresh Discs Mořská vůně 36ml","https://cdn.rohlik.cz/images/grocery/products/1315977/pickingImages/1315977-1638361314861.jpg","{5000204965926,5000204179859}","{53,142,183}",92,NULL,False,NULL,"2023-05-28 11:41:11.190381+02",NULL,NULL,NULL,False
437,"911265","Tchibo Exclusive pražená mletá káva 250g x 2ks,","https://cdn.rohlik.cz/images/grocery/products/1316181/1316181-1568106435.jpg","{4006067842696,4006067842689}","{48,158,176}",518,NULL,False,NULL,"2023-05-28 11:41:11.258217+02",NULL,NULL,NULL,False
1784,"911292","Davidoff Café Créme pražená zrnková káva","https://cdn.rohlik.cz/images/grocery/products/1316249/1316249-1655711623336.jpg","{4006067920448,4046234915396}","{75,122,195}",500,NULL,False,NULL,"2023-05-28 11:41:11.297354+02",NULL,NULL,NULL,False
454,"911427","Racio Silouette kukuřičné chlebíčky s mléčnokakaovým dekorem","https://cdn.rohlik.cz/images/grocery/products/1316549/1316549-1518175015.jpg","{8594000097846,8595573452247}","{27,94,209}",78,NULL,False,NULL,"2023-05-28 11:41:11.400778+02",NULL,NULL,NULL,False
2357,"911439","Racio Raciolky jogurtové","https://cdn.rohlik.cz/images/grocery/products/1316559/1316559-1671099115127.jpg","{8595573452063,8594000090618}","{43,144,204}",68,NULL,False,NULL,"2023-05-28 11:41:11.472932+02",NULL,NULL,NULL,False
595,"911451","Racio Cornies kukuřičné s medvědím česnekem","https://cdn.rohlik.cz/images/grocery/products/1316577/1316577-1474990582.jpg","{8595573451981,8595573400781}","{187,93,97}",130,NULL,False,NULL,"2023-05-28 11:41:11.512425+02",NULL,NULL,NULL,False
745,"908499","Ovocňák Kapsička jablko","https://cdn.rohlik.cz/images/grocery/products/1310499/pickingImages/1310499-1562214193.jpg","{8592809001781,8592809001637}","{33,77,147}",130,NULL,False,NULL,"2023-06-05 11:42:19.216158+02",NULL,NULL,NULL,False
233,"907875","Santa Maria Tex Mex Taco shells","https://cdn.rohlik.cz/images/grocery/products/1308551/1308551-1521531957.jpg","{7311311380341,7311310380342}","{49,148,186}",178,NULL,False,NULL,"2023-06-05 13:24:00.607388+02",NULL,NULL,NULL,False
2350,"911484","Racio Knäck snack sypaný kmínem","https://cdn.rohlik.cz/images/grocery/products/1316643/1316643-1619118301879.jpg","{8595573452742,8595573400354}","{49,104,191}",110,NULL,False,NULL,"2023-05-28 11:41:11.550448+02",NULL,NULL,NULL,False
620,"911649","Curaprox Super Soft 3960","https://cdn.rohlik.cz/images/grocery/products/1316881/1316881-1475833204.jpg","{7612412422405}","{27,70,225}",58,NULL,False,NULL,"2023-05-28 11:41:11.602983+02",NULL,NULL,NULL,False
2142,"912090","Gourmet Gold Jemná paštika s kuřecím pro kočky","https://cdn.rohlik.cz/images/grocery/products/1317973/1317973-1519893888.jpg","{7613031806188,7613031806171}","{41,64,64}",90,NULL,False,NULL,"2023-05-28 11:41:11.639475+02",NULL,NULL,NULL,False
1881,"912483","Gourmet Gold Kousky ve šťávě s lososem a kuřetem pro kočky","https://cdn.rohlik.cz/images/grocery/products/1318639/1318639-1519893979.jpg","{7613031806201,7613031806218}","{41,64,64}",94,NULL,False,NULL,"2023-05-28 11:41:11.728667+02",NULL,NULL,NULL,False
1787,"913185","Jacobs Cafe Latte 3v1","https://cdn.rohlik.cz/images/grocery/products/1319637/1319637-1562932293.jpg","{8711000510803,8711000510797}","{41,177,232}",140,NULL,False,NULL,"2023-05-28 11:41:11.808395+02",NULL,NULL,NULL,False
1789,"913191","Douwe Egberts Paloma pražená mletá káva","https://cdn.rohlik.cz/images/grocery/products/1319649/1319649-1563005159.jpg","{18594001661357,8594001661350}","{95,91,119}",254,NULL,False,NULL,"2023-05-28 11:41:11.855143+02",NULL,NULL,NULL,False
1806,"913758","Dr. Rashid Mák mletý 70% s cukrem","https://cdn.rohlik.cz/images/grocery/products/1320601/1320601-1485418001.jpg","{8594007532241,8594007532098}","{180,150,20}",204,NULL,False,NULL,"2023-05-28 11:41:11.894837+02",NULL,NULL,NULL,False
2334,"913842","Giana Čočka ve slaném nálevu","https://cdn.rohlik.cz/images/grocery/products/1320731/1320731-1485877545.jpg","{8595241513232,8595241513225}","{108,72,74}",462,NULL,False,NULL,"2023-05-28 11:41:11.971707+02",NULL,NULL,NULL,False
82,"909213","Hello Cuuc 100% ovocná přesnídávka s mangem kapsička","https://cdn.rohlik.cz/images/grocery/products/1311797/1311797-1541668415.jpg","{8590014839175,8590014639171}","{32,78,141}",110,NULL,False,NULL,"2023-05-28 11:41:10.682164+02",NULL,NULL,NULL,False
625,"909357","Organyc BIO Dámské vložky denní","https://cdn.rohlik.cz/images/grocery/products/1312105/1312105-1638291824238.jpg","{8016867009942,78016867009941}","{78,95,124}",110,NULL,False,NULL,"2023-05-28 11:41:10.749894+02",NULL,NULL,NULL,False
599,"909375","Old England Černý čaj","https://cdn.rohlik.cz/images/grocery/products/1312131/1312131-1563799038.jpg","{5010244000075,5010244000082}","{69,71,142}",100,NULL,False,NULL,"2023-05-28 11:41:10.788839+02",NULL,NULL,NULL,False
1781,"909393","Biogena Čaj Majestic Goji & limetka","https://cdn.rohlik.cz/images/grocery/products/1312147/1312147-1470985937.jpg","{8594004999467,8594004999405}","{82,70,137}",88,NULL,False,NULL,"2023-05-28 11:41:10.824291+02",NULL,NULL,NULL,False
414,"909888","Tierra Verde Žlučové mýdlo na praní, odstraňovač skvrn","https://cdn.rohlik.cz/images/grocery/products/1313037/pickingImages/1313037-1638359520802.jpg","{8594165002501,8594165003096}","{30,56,97}",156,NULL,False,NULL,"2023-05-28 11:41:10.859609+02",NULL,NULL,NULL,False
186,"910191","Carefree Cotton slipové vložky","https://cdn.rohlik.cz/images/grocery/products/1313777/1313777-1635411189924.jpg","{3574661502694,3574661486314}","{159,144,69}",142,NULL,False,NULL,"2023-05-28 11:41:10.981069+02",NULL,NULL,NULL,False
